OBJECTID,WARD,ADDNUM,ADDSTR,LTLOCATION,RDLOCATION,OWNERSHIP,PARK,SPECIES,DBH,TREATMENT,EABTAGNUMB,DEDTAGNUMB
12891,11,635,BLAIR RD,Side,N/A,Joint,0,Spruce Colorado,44,,0,0
12896,13,91,PRINCE ALBERT ST,Side,N/A,Joint,0,Ash White,49,,0,0
12899,13,300,COVENTRY RD,Front,N/A,City,0,Ash White,20,,0,0
12915,13,381,PRESLAND RD,Front,N/A,City,0,Maple Norway,37,,0,0
12917,13,376-b,PRESLAND RD,Front,N/A,City,0,Maple Norway,21,,0,0
12922,13,181,DONALD ST,Front,Boulevard,City,0,Locust Honey,2,,0,0
12924,13,201,DONALD ST,Front,Boulevard,City,0,Maple Sugar,2,,0,0
12942,13,936,BEAUDRY ST,Front,N/A,City,0,Ash Species,44,,0,0
12946,13,965,BEAUDRY ST,Front,N/A,City,0,Hackberry,5,,0,0
12947,13,955,BEAUDRY ST,Front,N/A,City,0,Ash Species,64,,0,0
12976,13,332-a,PRESLAND RD,Front,N/A,City,0,Ash White,44,,0,0
12981,13,209,RENOUF AVE,Front,N/A,City,0,Maple Manitoba,80,,0,0
12988,13,294,ST. LAURENT BLVD,Front,N/A,City,0,Lilac  Japanese,8,,0,0
13006,11,29,DAVIDSON DR,Front,N/A,City,0,Serviceberry,6,,0,0
13013,11,44,DAVIDSON DR,Front,N/A,City,0,Spruce Colorado,20,,0,0
13017,13,1444,PLUMBER AVE,Front,N/A,City,0,Ash Species,70,,0,0
13018,13,1420,PLUMBER AVE,Front,N/A,City,0,Ash Species,35,,0,0
13021,13,1390,PLUMBER AVE,Front,N/A,City,0,Ash Species,50,,0,0
13025,13,1350,PLUMBER AVE,Front,N/A,City,0,Ash Species,63,,0,0
13027,13,4,TEAKWOOD CRT,Front,N/A,City,0,Pine White,42,,0,0
13044,12,98,VACHON AVE,Front,N/A,Joint,0,Maple Norway,26,,0,0
13088,13,1454,METZ CRES,Front,N/A,City,0,Linden Littleleaf,56,,0,0
13090,13,1461,METZ CRES,Front,N/A,City,0,Linden Littleleaf,53,,0,0
13108,13,201,DONALD ST,Front,Boulevard,City,0,Ash Species,23,,0,0
13115,13,568,DONALD ST,Side,N/A,City,0,Spruce White,18,,0,0
13116,13,568,DONALD ST,Side,N/A,City,0,Maple Norway,48,,0,0
13119,13,583,DONALD ST,Side,N/A,City,0,Crabapple Species,2,,0,0
13120,13,985,BRANT ST,Side,Boulevard,City,0,Ash White,31,,0,0
13124,13,369,NORTH RIVER RD,Front,N/A,City,0,Oak English,10,,0,0
13128,13,245,NORTH RIVER RD,Front,N/A,City,0,Ash Species,64,,0,0
13130,12,38,WASHINGTON AVE,Front,N/A,Joint,0,Maple Silver,86,,0,0
13132,12,10,STEVENS AVE,Front,N/A,City,0,Maple Norway,18,,0,0
13134,13,374,BRANT ST,Front,N/A,City,0,Lilac  Japanese,5,,0,0
13138,13,297,DONALD ST,Front,Boulevard,City,0,Ash Species,40,,0,0
13165,13,972,ST. LAURENT BLVD,Front,N/A,Joint,0,Linden Littleleaf,96,,0,0
13186,13,534,DONALD ST,Front,Boulevard,City,0,Ash White,24,,0,0
13202,13,397,DOLLARD ST,Front,N/A,City,0,Maple Sugar,57,,0,0
13203,13,950,BEAUDRY ST,Front,N/A,City,0,Ash Species,48,,0,0
13230,13,300,DEN HAAG DR,Front,N/A,City,0,Ash Species,9,,0,0
13236,13,12,MERGANSER ST,Side,N/A,City,0,Locust Honey,12,,0,0
13244,13,55,CARGROVE PRIV,Rear,N/A,City,0,Maple Sugar,8,,0,0
13255,13,336,FULLERTON AVE,Front,N/A,City,0,Maple Sugar,15,,0,0
13256,13,327,FULLERTON AVE,Front,N/A,City,0,Maple Sugar,49,,0,0
13260,13,369,NORTH RIVER RD,Side,N/A,City,0,Maple Norway,9,,0,0
13261,13,369,NORTH RIVER RD,Front,N/A,City,0,Oak English,9,,0,0
13263,13,237,NORTH RIVER RD,Side,N/A,City,0,Spruce Colorado,4,,0,0
13272,12,336,GARDNER ST,Front,N/A,Joint,0,Maple Silver,45,,0,0
13277,13,34,WOLFF ST,Front,N/A,City,0,Serviceberry,6,,0,0
13279,13,120,GLYNN AVE,Front,N/A,City,0,Spruce White,17,,0,0
13283,13,66,GLYNN AVE,Front,N/A,City,0,Maple Red,56,,0,0
13288,12,185,DESCHAMPS AVE,Front,N/A,City,0,Cedar  Eastern White,7,,0,0
13297,12,380,ST. DENIS ST,Front,N/A,City,0,Maple Manitoba,33,,0,0
13314,13,29,BOREALIS CRES,Front,N/A,City,0,Hackberry,14,,0,0
13317,13,107,BOREALIS CRES,Front,N/A,City,0,Maple Red,8,,0,0
13321,13,175,BOREALIS CRES,Front,N/A,City,0,Ash Species,12,,0,0
13369,12,120,DUFORD ST,Front,N/A,City,0,Maple Sugar,19,,0,0
13372,13,76,ONTARIO ST,Front,N/A,City,0,Maple Sugar,49,,0,0
13384,13,981,BEAUDRY ST,Side,Boulevard,City,0,Ginkgo,2,,0,0
13390,13,1349,PLUMBER AVE,Front,N/A,Joint,0,Larch Eastern,20,,0,0
13391,13,1345,PLUMBER AVE,Front,N/A,City,0,Ash Species,49,,0,0
13393,13,14,TEAKWOOD CRT,Side,N/A,City,0,Ash Species,38,,0,0
13395,13,940,CLOSSE WAY,Front,N/A,City,0,Ash Species,51,,0,0
13396,13,1360,METZ CRES,Front,N/A,City,0,Linden Littleleaf,51,,0,0
13399,13,115,MEADOWCROFT CRES,Front,N/A,City,0,Maple Norway,19,,0,0
13400,13,113,MEADOWCROFT CRES,Front,N/A,City,0,Locust Honey,14,,0,0
13401,13,27,MEADOWCROFT CRES,Front,N/A,Joint,0,Ash Species,15,,0,0
13416,13,740,CLAUDE ST,Front,Boulevard,City,0,Ash Species,57,,0,0
13437,13,188,BOREALIS CRES,Front,N/A,City,0,Maple Sugar,8,,0,0
13455,13,801,DEN HAAG DR,Front,N/A,City,0,Ash Species,16,,0,0
13465,11,37,KAYMAR DR,Front,N/A,City,0,Poplar Species,87,,0,0
13469,11,26,KAYMAR DR,Side,N/A,City,0,Pine Scotch,24,,0,0
13476,13,881,CLAUDE ST,Side,N/A,City,0,Maple Sugar,10,,0,0
13487,13,689,CLAUDE ST,Front,N/A,City,0,Ash White,40,,0,0
13490,13,703,EASTFIELD ST,Front,N/A,City,0,Lilac  Japanese,11,,0,0
13509,13,515,FOXVIEW PL,Front,N/A,City,0,Spruce Colorado,34,,0,0
13520,13,685,TROJAN AVE,Front,N/A,City,0,Linden Littleleaf,71,,0,0
13522,13,680,PAUL AVE,Front,N/A,City,0,Linden Littleleaf,63,,0,0
13524,13,675,CENTER ST,Front,N/A,City,0,Ash White,52,,0,0
13537,12,140,LAVERGNE ST,Front,N/A,City,0,Maple Norway,11,,0,0
13540,12,270,MICHEL CIRC,Front,N/A,City,0,Birch White,23,,0,0
13541,12,152,DUFORD ST,Front,N/A,City,0,Apple Species,49,,0,0
13543,13,84,ONTARIO ST,Front,N/A,City,0,Maple Sugar,10,,0,0
13545,13,27,WOLFF ST,Front,Boulevard,City,0,Linden Littleleaf,2,,0,0
13548,13,123,GLYNN AVE,Front,N/A,City,0,Maple Sugar,24,,0,0
13551,13,83,GLYNN AVE,Front,N/A,City,0,Cherry Choke Schubert,6,,0,0
13555,12,249,DES PERES BLANCS AVE,Front,N/A,Joint,0,Maple Norway,19,,0,0
13557,12,244,DES PERES BLANCS AVE,Front,N/A,City,0,Magnolia Species,57,,0,0
13558,12,249,ST. JACQUES ST,Side,N/A,City,0,Crabapple Species,12,,0,0
13567,12,147,MARIER AVE,Side,N/A,City,0,Cherry Choke Schubert,17,,0,0
13589,12,43,STE. CECILE ST,Front,N/A,City,0,Maple Sugar,35,,0,0
13629,13,1005,AVE. PAUL EMILE LAM*,Front,N/A,City,0,Maple Norway,42,,0,0
13633,13,1010,AVE. PAUL EMILE LAM*,Front,N/A,City,0,Maple Norway,28,,0,0
13635,13,1010,AVE. PAUL EMILE LAM*,Front,N/A,City,0,Maple Sugar,20,,0,0
13636,13,1019,AVE. PAUL EMILE LAM*,Front,N/A,Joint,0,Maple Norway,59,,0,0
13641,13,413,AVE. VINCENT MASSEY*,Front,N/A,City,0,Elm Siberian,9,,0,0
13642,13,413,AVE. VINCENT MASSEY*,Front,N/A,City,0,Elm Siberian,13,,0,0
13644,13,393,AVE. VINCENT MASSEY*,Front,N/A,City,0,Maple Sugar,37,,0,0
13648,12,150,STE. CECILE ST,Front,N/A,Joint,0,Birch White,20,,0,0
13649,12,150,STE. CECILE ST,Side,N/A,City,0,Cherry Choke Schubert,11,,0,0
13656,12,95,MARQUETTE AVE,Front,N/A,Joint,0,Maple Norway,18,,0,0
13672,12,111,JOLLIET AVE,Front,N/A,Joint,0,Maple Silver,155,,0,0
13677,12,131,JOLLIET AVE,Front,N/A,City,0,Crabapple Species,18,,0,0
13692,12,30,CHARLEVOIX ST,Front,N/A,City,0,Linden Littleleaf,27,,0,0
13694,12,30,CHARLEVOIX ST,Front,N/A,City,0,Linden Littleleaf,19,,0,0
13695,12,30,CHARLEVOIX ST,Front,N/A,City,0,Linden Littleleaf,32,,0,0
13697,12,29,CHARLEVOIX ST,Side,N/A,City,0,Yew Canada,49,,0,0
13699,12,29,CHARLEVOIX ST,Side,N/A,City,0,Maple Manitoba,27,,0,0
13700,12,35,LAVAL ST,Front,N/A,City,0,Spruce White,30,,0,0
13702,12,35,LAVAL ST,Front,N/A,City,0,Spruce White,30,,0,0
13716,12,93,LAVAL ST,Front,N/A,City,0,Maple Norway,17,,0,0
13719,12,114,LAVAL ST,Side,N/A,City,0,Maple Sugar,46,,0,0
13731,12,170,BEECHWOOD AVE,Rear,N/A,City,0,Locust Honey,10,,0,0
13738,12,170,BEECHWOOD AVE,Rear,N/A,City,0,Maple Norway,18,,0,0
13740,12,170,BEECHWOOD AVE,Rear,N/A,City,0,Maple Norway,12,,0,0
13746,12,89,BARRETTE ST,Front,N/A,City,0,Maple Silver,60,,0,0
13750,12,27,ST. CHARLES ST,Front,N/A,City,0,Maple Sugar,27,,0,0
13752,12,114,GENEST ST,Side,N/A,City,0,Maple Norway,42,,0,0
13758,13,1004,AVE. DU PERE CHARLE*,Front,N/A,Joint,0,Spruce White,41,,0,0
14419,13,29,BRAEMAR ST,Side,N/A,City,0,Maple Red,9,,0,0
14420,13,828,EASTBOURNE AVE,Front,N/A,City,0,Maple Norway,21,,0,0
14422,13,29,BRAEMAR ST,Front,N/A,City,0,Ash Species,60,,0,0
14427,13,1,AVA RD,Side,N/A,City,0,Lilac  Japanese,20,,0,0
14431,13,21,BRAEMAR ST,Front,N/A,City,0,Maple Red,45,,0,0
14463,13,2,BRAEMAR ST,Front,N/A,Joint,0,Maple Red,92,,0,0
14474,13,1,JEFFREY AVE,Front,N/A,City,0,Pine White,104,,0,0
14484,13,59,BRAEMAR ST,Front,N/A,City,0,Cherry Choke,7,,0,0
14491,13,93,BRAEMAR ST,Front,N/A,City,0,Spruce White,54,,0,0
14492,13,97,BRAEMAR ST,Front,N/A,City,0,Maple Sugar,14,,0,0
14499,13,100,BRAEMAR ST,Rear,N/A,City,0,Maple Red,39,,0,0
14506,13,100,BRAEMAR ST,Rear,N/A,City,0,Pine Red,38,,0,0
14508,13,100,BRAEMAR ST,Rear,N/A,City,0,Maple Norway,25,,0,0
14511,13,797,LONSDALE RD,Side,N/A,City,0,Spruce Colorado,20,,0,0
14518,13,797,DUNLOE AVE,Side,N/A,City,0,Maple Red,33,,0,0
14529,13,769,LONSDALE RD,Front,N/A,City,0,Locust Honey,35,,0,0
14540,13,40,BEDFORD CRES,Front,N/A,City,0,Maple Red,69,,0,0
14541,13,40,BEDFORD CRES,Front,N/A,City,0,Maple Sugar,81,,0,0
14549,13,44,BEDFORD CRES,Side,N/A,Joint,0,Cedar  Eastern White,36,,0,0
14550,13,44,BEDFORD CRES,Side,N/A,City,0,Maple Red,52,,0,0
14570,13,54,KILBARRY CRES,Front,N/A,City,0,Maple Sugar,43,,0,0
14588,13,752,LONSDALE RD,Front,N/A,City,0,Crabapple Species,15,,0,0
14592,13,24,LONSDALE RD,Front,N/A,City,0,Maple Norway,24,,0,0
14597,13,732,LONSDALE RD,Front,N/A,City,0,Maple Norway,30,,0,0
14605,13,101,JUSTIN AVE,Front,N/A,City,0,Maple Sugar,56,,0,0
14613,13,769,DUNLOE AVE,Front,N/A,City,0,Linden Littleleaf,20,,0,0
14617,13,773,DUNLOE AVE,Front,N/A,City,0,Spruce White,13,,0,0
14642,13,8,AVA RD,Side,N/A,City,0,Maple Sugar,73,,0,0
14643,13,5,AVA RD,Front,N/A,City,0,Maple Red,71,,0,0
14649,13,2,BEDFORD CRES,Front,N/A,City,0,Maple Red,51,,0,0
14652,13,1,BEDFORD CRES,Side,N/A,City,0,Maple Red,58,,0,0
14671,13,10,BEDFORD CRES,Front,N/A,City,0,Spruce White,17,,0,0
14698,13,44,FARNHAM CRES,Side,N/A,City,0,Maple Red,51,,0,0
14753,12,300,DES PERES BLANCS AVE,Front,N/A,City,-1,Ash White,55,EAB,235,0
14755,12,300,DES PERES BLANCS AVE,Front,N/A,City,-1,Ash White,45,EAB,237,0
14762,16,3345,UPLANDS DR,Front,N/A,City,-1,Ash Species,23,EAB,244,0
14768,16,89,LEOPOLDS DR,Front,N/A,City,-1,Ash White,49,EAB,250,0
14770,16,1015,HARKNESS AVE,Front,N/A,City,-1,Ash White,50,EAB,252,0
14771,16,1015,HARKNESS AVE,Front,N/A,City,-1,Ash White,45,EAB,253,0
14772,16,1015,HARKNESS AVE,Front,N/A,City,-1,Ash White,49,EAB,254,0
14775,2,2436,INNES RD,Front,N/A,City,-1,Ash Species,23,EAB,2,0
14783,2,99,BEARBROOK RD,Front,N/A,City,-1,Ash White,41,EAB,10,0
14787,2,99,BEARBROOK RD,Front,N/A,City,-1,Ash Species,15,EAB,14,0
14806,2,5831,GLADEWOODS PL,Front,N/A,City,-1,Ash Species,27,EAB,29,0
14834,2,6210,MEADOWGLEN DR,Front,N/A,City,-1,Ash Species,31,EAB,58,0
14837,2,6210,MEADOWGLEN DR,Front,N/A,City,-1,Ash Species,25,EAB,61,0
14838,2,6210,MEADOWGLEN DR,Front,N/A,City,-1,Ash Species,32,EAB,62,0
14849,17,196,HOPEWELL AVE,Front,N/A,City,-1,Ash White,52,EAB,149,0
14852,17,100,BREWER WAY,Front,N/A,City,-1,Ash Species,37,EAB,152,0
14858,17,100,BREWER WAY,Front,N/A,City,-1,Ash White,27,EAB,158,0
14862,17,100,BREWER WAY,Front,N/A,City,-1,Ash Species,36,EAB,162,0
14867,17,100,BREWER WAY,Front,N/A,City,-1,Ash White,49,EAB,170,0
14870,17,100,BREWER WAY,Front,N/A,City,-1,Ash Species,35,EAB,173,0
14873,15,140,CARLETON AVE,Front,N/A,City,-1,Ash White,35,EAB,176,0
14890,2,6601,CARRIERE ST,Front,N/A,City,-1,Ash White,46,EAB,201,0
14897,2,1440,LEBLANC DR,Front,Boulevard,City,0,Ash White,48,EAB,211,0
14909,2,5993,PINEGLADE CRES,Rear,N/A,City,0,Ash Species,28,EAB,221,0
14912,2,6005,PINEGLADE CRES,Rear,N/A,City,0,Ash Species,23,EAB,224,0
14920,12,300,DES PERES BLANCS AVE,Front,N/A,City,-1,Ash White,52,EAB,232,0
14928,8,114,CENTREPOINTE DR,Front,N/A,City,-1,Oak Red,5,,0,0
14934,23,44,ALMOND LANE,Side,N/A,City,0,Maple Sugar,5,,0,0
14936,23,44,ALMOND LANE,Side,N/A,City,0,Maple Sugar,5,,0,0
14945,23,38,CHIMO DR,Front,N/A,City,-1,Spruce White,5,,0,0
14958,23,70,CASTLEFRANK RD,Front,N/A,City,-1,Catalpa northern,5,,0,0
14970,23,56,SHELDRAKE DR,Front,N/A,City,0,Lilac  Japanese,5,,0,0
14987,23,160,GRANITE CRT,Rear,N/A,City,0,Mountain Ash  Oakleaf,5,,0,0
14990,23,166,GRANITE CRT,Rear,N/A,City,0,Mountain Ash  Oakleaf,5,,0,0
14992,23,168,GRANITE CRT,Rear,N/A,City,0,Elm Prospector,5,,0,0
15014,3,232,BERRIGAN DR,Side,N/A,City,0,Hazel Turkish,5,,0,0
15023,3,11,REDBRIDGE CRES,Side,N/A,City,0,Crabapple Species,5,,0,0
15033,3,112,FAIRLOP WAY,Front,N/A,City,0,Hazel Turkish,5,,0,0
15039,3,218A,CLARIDGE DR,Front,N/A,City,0,Maple Red,5,,0,0
15040,3,29,GREENPOINTE DR,Front,N/A,City,-1,Serviceberry,5,,0,0
15049,3,29,GREENPOINTE DR,Front,N/A,City,-1,Hazel Turkish,5,,0,0
15051,3,29,GREENPOINTE DR,Front,N/A,City,-1,Pine White,5,,0,0
15054,3,601,LONGFIELDS DR,Front,CenterMed,City,0,Elm Prospector,5,,0,0
15061,3,106,DAVENTRY CRES,Rear,N/A,City,0,Locust Honey,5,,0,0
15066,3,47,SHANDON AVE,Front,N/A,City,0,Mountain Ash  Oakleaf,5,,0,0
15074,3,96,TRIPP CRES,Oppos,N/A,City,0,Maple Sugar,5,,0,0
15084,3,75,FLANDERS ST,Rear,N/A,City,-1,Larch Eastern,5,,0,0
15086,3,75,FLANDERS ST,Rear,N/A,City,-1,Crabapple Species,5,,0,0
15091,3,75,FLANDERS ST,Rear,N/A,City,-1,Maple Sugar,5,,0,0
15107,22,3435,JOCKVALE RD,Front,N/A,City,-1,Oak Red,5,,0,0
15118,22,220,STONEWAY DR,Front,N/A,City,-1,Maple Sugar,5,,0,0
15120,22,46,SACHS FOREST PL,Front,N/A,City,0,Serviceberry,5,,0,0
15130,22,48,OLDFIELD ST,Front,N/A,City,0,Serviceberry,5,,0,0
15135,22,38,DAYBREAK ST,Front,N/A,City,-1,Locust Honey,5,,0,0
15136,21,54,COCKBURN ST,Front,N/A,City,0,Maple Sugar,5,,0,0
15137,21,5395,BARNSDALE RD,Front,N/A,City,0,Lilac  Japanese,5,,0,0
15141,13,103,BRAEMAR ST,Side,N/A,City,0,Buckeye Ohio,12,,0,0
15142,13,21,KILBARRY CRES,Front,N/A,City,0,Ash Species,58,,0,0
15146,13,16,KILBARRY CRES,Front,N/A,City,0,Maple Red,40,,0,0
15154,13,11,KILBARRY CRES,Front,N/A,City,0,Maple Red,37,,0,0
15158,13,10,KILBARRY CRES,Front,N/A,City,0,Maple Norway,15,,0,0
15165,13,8,KILBARRY CRES,Front,N/A,City,0,Maple Red,77,,0,0
15171,13,1,KILBARRY CRES,Side,N/A,City,0,Maple Silver,66,,0,0
15177,13,5,FARNHAM CRES,Front,N/A,Joint,0,Maple Silver,83,,0,0
15178,13,3,FARNHAM CRES,Front,N/A,City,0,Maple Sugar,7,,0,0
15192,13,19,FARNHAM CRES,Oppos,N/A,City,0,Maple Red,42,,0,0
15197,13,23,FARNHAM CRES,Front,N/A,City,0,Maple Red,60,,0,0
15198,13,23,FARNHAM CRES,Front,N/A,City,0,Maple Norway,26,,0,0
15216,13,33,FARNHAM CRES,Front,N/A,City,0,Cherry Species,29,,0,0
15219,13,38,FARNHAM CRES,Front,N/A,City,0,Maple Norway,26,,0,0
15223,13,40,FARNHAM CRES,Front,N/A,City,0,Maple Red,65,,0,0
15228,13,45,FARNHAM CRES,Front,N/A,City,0,Crabapple Species,50,,0,0
15231,16,1,HARROLD PL,Front,N/A,City,-1,Ash White,56,EAB,67,0
15232,16,1,HARROLD PL,Front,N/A,City,-1,Ash White,57,EAB,68,0
15235,16,1,HARROLD PL,Front,N/A,City,-1,Ash White,29,EAB,71,0
15238,16,1,HARROLD PL,Front,N/A,City,-1,Ash White,55,EAB,74,0
15243,16,1,HARROLD PL,Front,N/A,City,-1,Ash White,51,EAB,79,0
15251,16,937,CLYDE AVE,Front,N/A,City,-1,Ash White,48,EAB,87,0
15286,2,1797,DES EPINETTES AVE,Front,N/A,City,-1,Ash White,23,EAB,121,0
15292,2,1797,DES EPINETTES AVE,Front,N/A,City,-1,Ash Species,18,EAB,127,0
15303,14,481,SLATER ST,Oppos,N/A,City,0,Ash White,61,EAB,138,0
15304,14,477,SLATER ST,Oppos,N/A,City,0,Ash White,81,EAB,139,0
15309,17,100,BREWER WAY,Front,N/A,City,-1,Ash White,33,EAB,166,0
15313,8,1650,AINSLEY DR,Front,N/A,City,-1,Ash White,49,EAB,189,0
15326,16,900,MERIVALE RD,Side,Boulevard,City,0,Ash White,63,EAB,266,0
15410,21,24,FORTUNE ST,Front,N/A,City,0,Ash White,43,,0,0
15412,21,126,HAMILTON ST,Side,N/A,City,0,Ash White,35,,0,0
15420,21,77,MAITLAND ST,Rear,N/A,Joint,0,Ash White,55,,0,0
15422,21,77,MAITLAND ST,Rear,N/A,City,0,Ash White,14,,0,0
15445,21,22,COCKBURN ST,Front,N/A,City,0,Elm American,100,,0,0
15454,21,17,COLONEL MURRAY ST,Front,N/A,City,0,Maple Sugar,67,,0,0
15456,21,21,COLONEL MURRAY ST,Front,N/A,Joint,0,Crabapple Species,30,,0,0
15457,21,23,COLONEL MURRAY ST,Front,N/A,City,0,Spruce White,53,,0,0
15458,21,25,COLONEL MURRAY ST,Front,N/A,City,0,Maple Norway,85,,0,0
15460,21,32,COLONEL MURRAY ST,Front,N/A,City,0,Maple Sugar,20,,0,0
15462,21,32,COLONEL MURRAY ST,Front,N/A,City,0,Ash White,28,,0,0
15463,21,30,COLONEL MURRAY ST,Front,N/A,City,0,Maple Sugar,7,,0,0
15464,21,26,COLONEL MURRAY ST,Front,N/A,City,0,Maple Sugar,23,,0,0
15474,21,78,HAMILTON ST,Front,N/A,City,0,Ash White,89,,0,0
15475,21,65,HAMILTON ST,Front,N/A,City,0,Oak White,70,,0,0
15476,21,3444,MCBEAN ST,Front,N/A,Joint,0,Ash White,79,,0,0
15489,21,3499,MCBEAN ST,Rear,N/A,City,0,Maple Manitoba,30,,0,0
15503,21,34,MAITLAND ST,Front,N/A,City,0,Maple Manitoba,148,,0,0
15507,21,24,MAITLAND ST,Front,N/A,Joint,0,Maple Sugar,52,,0,0
15512,21,18,MAITLAND ST,Front,N/A,City,0,Spruce White,18,,0,0
15516,21,12,MAITLAND ST,Front,N/A,City,0,Fir Balsam,45,,0,0
15525,21,73,KING ST,Front,N/A,City,0,Ash White,56,,0,0
15536,21,84,COCKBURN ST,Front,N/A,Joint,0,Maple Silver,107,,0,0
15557,21,90,COLONEL MURRAY ST,Front,N/A,Joint,0,Ash White,64,,0,0
15563,21,55,BURKE ST,Front,N/A,City,0,Ash White,98,,0,0
15584,21,16,LENNOX ST,Front,N/A,City,0,Spruce White,38,,0,0
15585,21,14,LENNOX ST,Front,N/A,Joint,0,Fir Balsam,32,,0,0
15591,21,23,LENNOX ST,Front,N/A,City,0,Spruce White,29,,0,0
15609,21,36,FOWLER ST,Side,N/A,City,0,Elm Siberian,35,,0,0
15620,21,74,FOWLER ST,Front,N/A,City,0,Maple Norway,3,,0,0
15633,21,6149,OTTAWA ST,Side,N/A,City,0,Ash White,68,,0,0
15635,21,6149,OTTAWA ST,Side,N/A,Joint,0,Ash White,65,,0,0
15641,21,82,BURKE ST,Side,N/A,City,0,Ash White,82,,0,0
15650,21,131,MARTIN ST,Side,N/A,City,0,Ash White,50,,0,0
15655,21,6147,OTTAWA ST,Front,N/A,City,0,Spruce Norway,25,,0,0
15656,21,6152,OTTAWA ST,Front,N/A,City,0,Ash White,80,,0,0
15657,21,3698,MCBEAN ST,Side,N/A,City,0,Ash White,54,,0,0
15658,21,3698,MCBEAN ST,Side,N/A,City,0,Ash White,140,,0,0
15665,21,95,FOWLER ST,Front,N/A,City,0,Ash White,65,,0,0
15674,21,16,MCCASLAND ST,Side,N/A,City,0,Maple Norway,24,,0,0
15685,21,20,KING ST,Front,N/A,Joint,0,Oak White,104,,0,0
15686,21,24,KING ST,Front,N/A,Joint,0,Oak White,68,,0,0
15708,21,73,COLONEL MURRAY ST,Front,N/A,Joint,0,Ash White,133,,0,0
15710,21,92,COLONEL MURRAY ST,Side,N/A,Joint,0,Ash White,63,,0,0
15720,21,3557,MCBEAN ST,Side,N/A,City,0,Spruce White,25,,0,0
15730,21,98,HAMILTON ST,Side,N/A,City,0,Pine Red,6,,0,0
15744,21,26,FORTUNE ST,Front,N/A,City,0,Ash White,51,,0,0
15751,21,62,FORTUNE ST,Front,N/A,City,0,Elm American,17,,0,0
15752,21,63,FORTUNE ST,Front,N/A,City,0,Lilac  Japanese,8,,0,0
15757,21,77a,FORTUNE ST,Front,N/A,City,0,Ash White,35,,0,0
15761,21,79,FORTUNE ST,Front,N/A,City,0,Spruce Norway,15,,0,0
15764,21,110,FORTUNE ST,Front,N/A,City,0,Maple Red,46,,0,0
15779,21,65,FOWLER ST,Front,N/A,City,0,Maple Manitoba,17,,0,0
15796,21,127,BURKE ST,Front,N/A,Joint,0,Crabapple Species,35,,0,0
15803,21,115,ROYAL YORK ST,Front,N/A,Joint,0,Ash White,73,,0,0
15811,21,6147,OTTAWA ST,Front,N/A,City,0,Ash White,27,,0,0
15813,21,3698,MCBEAN ST,Side,N/A,City,0,Ash White,66,,0,0
15829,21,8,QUEEN CHARLOTTE ST,Front,N/A,City,0,Pine Scotch,29,,0,0
15847,13,12,CRICHTON ST,Front,Boulevard,City,0,Linden Littleleaf,26,,0,0
15848,13,13,CRICHTON ST,Front,Boulevard,City,0,Mountain Ash  Oakleaf,13,,0,0
15853,13,21,CRICHTON ST,Front,Boulevard,City,0,Linden Littleleaf,50,,0,0
15854,13,23,CRICHTON ST,Front,Boulevard,City,0,Mountain Ash  Oakleaf,17,,0,0
15856,13,29,CRICHTON ST,Front,Boulevard,City,0,Ash Species,28,,0,0
15866,13,44,CRICHTON ST,Side,N/A,City,0,Cherry Species,12,,0,0
15870,13,53,CRICHTON ST,Front,Boulevard,City,0,Ginkgo,7,,0,0
15873,13,65,CRICHTON ST,Front,Boulevard,City,0,Maple Norway,10,,0,0
15878,13,79,CRICHTON ST,Front,Boulevard,City,0,Maple Norway,26,,0,0
15882,13,68,CRICHTON ST,Front,Boulevard,City,0,Linden Littleleaf,42,,0,0
15885,13,60,CRICHTON ST,Front,Boulevard,City,0,Cherry Choke Schubert,16,,0,0
15888,13,89,CRICHTON ST,Front,Boulevard,City,0,Serviceberry,6,,0,0
15893,13,111,CRICHTON ST,Front,Boulevard,City,0,Linden Littleleaf,32,,0,0
15908,13,96-B,CRICHTON ST,Front,Boulevard,City,0,Locust Honey,28,,0,0
15909,13,74,QUEEN VICTORIA ST,Front,N/A,City,0,Maple Red,29,,0,0
15912,13,135,CRICHTON ST,Side,N/A,City,0,Ash Species,53,,0,0
15923,13,171,CRICHTON ST,Front,Boulevard,City,0,Locust Honey,21,,0,0
15930,13,136,CRICHTON ST,Front,Boulevard,City,0,Linden Littleleaf,40,,0,0
15937,13,197,CRICHTON ST,Front,Boulevard,City,0,Locust Honey,24,,0,0
15942,13,208,CRICHTON ST,Side,N/A,City,0,Ash Species,34,,0,0
15953,13,310,CRICHTON ST,Side,N/A,City,0,Linden Littleleaf,6,,0,0
15965,13,92,STANLEY AVE,Side,N/A,Joint,0,Ash Species,63,,0,0
15974,13,87,UNION ST,Side,N/A,City,0,Crabapple Species,45,,0,0
15979,13,74,JOHN ST,Side,N/A,City,0,Locust Honey,40,,0,0
15986,13,67,THOMAS ST,Front,N/A,City,0,Maple Red,21,,0,0
15992,13,31,MACKAY ST,Side,N/A,City,0,Maple Norway,30,,0,0
16015,21,126,HAMILTON ST,Side,N/A,City,0,Ash White,30,,0,0
16028,21,3698,MCBEAN ST,Front,N/A,City,0,Ash White,46,,0,0
16031,21,3607,MCBEAN ST,Front,N/A,City,0,Ash White,61,,0,0
16049,21,6295,PERTH ST,Side,N/A,City,0,Various Species,0,,0,0
