OBJECTID,WARD,ADDNUM,ADDSTR,LTLOCATION,RDLOCATION,OWNERSHIP,PARK,SPECIES,DBH,TREATMENT,EABTAGNUMB,DEDTAGNUMB
10105,13,877,RAINIER ST,Front,N/A,Joint,0,Maple Norway,84,,0,0
10107,13,617,GARDENVALE RD,Front,N/A,City,0,Maple Sugar,5,,0,0
10109,13,630,GARDENVALE RD,Front,N/A,City,0,Maple Sugar,5,,0,0
10111,13,621,GARDENVALE RD,Front,N/A,City,0,Elm Prospector,5,,0,0
10116,13,659,GARDENVALE RD,Side,N/A,City,0,Maple Silver,200,,0,0
10129,13,665,CENTER ST,Front,N/A,City,0,Ash White,48,,0,0
10131,13,633,CENTER ST,Front,N/A,City,0,Maple Red,12,,0,0
10149,13,84,MEADOWCROFT CRES,Front,N/A,City,0,Hackberry,16,,0,0
10155,13,801,DEN HAAG DR,Front,N/A,City,0,Maple Norway,12,,0,0
10164,13,15,MERGANSER ST,Front,N/A,City,0,Ash Species,10,,0,0
10168,13,2,MERGANSER ST,Side,N/A,City,0,Ash Species,7,,0,0
10169,13,300,DEN HAAG DR,Front,N/A,City,0,Ash Species,9,,0,0
10176,13,702,CRYSTAL ST,Front,N/A,City,0,Lilac  Japanese,28,,0,0
10180,13,950,BATHGATE DR,Front,N/A,Joint,0,Ash Species,55,,0,0
10184,13,3,BOREALIS CRES,Side,N/A,City,0,Ash Species,12,,0,0
10185,13,37,BOREALIS CRES,Front,N/A,City,0,Locust Honey,15,,0,0
10186,13,69,BOREALIS CRES,Front,N/A,City,0,Hackberry,14,,0,0
10192,13,760,RAINSFORD AVE,Front,N/A,City,0,Linden Littleleaf,70,,0,0
10198,13,800,RAINSFORD AVE,Oppos,N/A,City,0,Maple Norway,34,,0,0
10201,13,762,RAINSFORD AVE,Oppos,N/A,City,0,Maple Norway,26,,0,0
10206,13,738,RAINSFORD AVE,Oppos,N/A,City,0,Maple Norway,22,,0,0
10216,13,662,CLARKE AVE,Front,N/A,City,0,Maple Norway,18,,0,0
10218,13,655,CLARKE AVE,Front,N/A,City,0,Linden Littleleaf,67,,0,0
10241,13,185,CAMELIA AVE,Front,N/A,City,0,Crabapple Species,40,,0,0
10253,13,101,COLLEGE CIRC,Side,N/A,City,0,Linden Littleleaf,20,,0,0
10254,13,137,COLLEGE CIRC,Front,N/A,City,0,Hackberry,20,,0,0
10264,13,563,WOLFFDALE CRES,Front,N/A,City,0,Spruce White,46,,0,0
10265,13,582,WOLFFDALE CRES,Front,N/A,City,0,Maple Norway,31,,0,0
10272,13,3,CLAREMONT DR,Front,N/A,City,0,Maple Norway,6,,0,0
10285,13,581,ALESTHER ST,Front,N/A,City,0,Maple Red,38,,0,0
10303,13,79,JARDIN PRIV,Side,N/A,City,0,Spruce Colorado,5,,0,0
10312,13,213,ALVIN RD,Front,N/A,City,0,Linden Littleleaf,38,,0,0
10321,13,649,MORIN ST,Front,N/A,City,0,Linden Littleleaf,69,,0,0
10367,11,1968,OAKDEAN CRES,Front,N/A,City,0,Maple Silver,44,,0,0
10383,11,2004,WOODGLEN CRES,Side,N/A,City,0,Maple Red,26,,0,0
10387,11,810,CURLEW PL,Front,N/A,City,0,Ash Species,23,,0,0
10388,11,4,SWANS WAY,Front,N/A,City,0,Pine Red,28,,0,0
10399,11,2,COXFORD ST,Front,N/A,City,0,Fir Balsam,25,,0,0
10406,11,497,BUCHANAN CRES,Front,N/A,Joint,0,Pine White,50,,0,0
10411,13,692,CUMMINGS AVE,Front,N/A,Joint,0,Ash White,45,,0,0
10412,13,688,CUMMINGS AVE,Front,N/A,City,0,Maple Norway,26,,0,0
10415,13,681,CUMMINGS AVE,Front,N/A,Joint,0,Spruce White,20,,0,0
10417,13,622,BORTHWICK AVE,Front,N/A,City,0,Maple Silver,30,,0,0
10419,13,645,BORTHWICK AVE,Front,N/A,City,0,Ash European,42,,0,0
10423,13,471,BRITTANY DR,Front,N/A,City,0,Maple Norway,20,,0,0
10424,13,459,BRITTANY DR,Front,N/A,City,0,Pine Red,20,,0,0
10437,13,720,MORIN ST,Side,N/A,City,0,Ash White,33,,0,0
10442,13,441,MUTUAL ST,Front,N/A,City,0,Maple Norway,30,,0,0
10444,13,469,MUTUAL ST,Front,N/A,City,0,Linden Littleleaf,57,,0,0
10465,13,646,DONAT ST,Front,N/A,City,0,Locust Honey,47,,0,0
10466,11,2130,MONTREAL RD,Front,N/A,City,0,Maple Red,12,,0,0
10467,11,2150,MONTREAL RD,Front,N/A,City,0,Maple Norway,11,,0,0
10475,13,95,ROTHBURY CRES,Front,N/A,City,0,Maple Norway,22,,0,0
10480,13,161,PROVENDER AVE,Front,N/A,City,0,Maple Sugar,25,,0,0
10493,13,610,MUTUAL ST,Side,N/A,City,0,Locust Honey,5,,0,0
10503,13,641,SLADEN AVE,Front,N/A,Joint,0,Ash White,120,,0,0
10508,13,812,RAINSFORD AVE,Oppos,N/A,City,0,Maple Norway,27,,0,0
10527,13,274,MART CIRC,Front,N/A,City,0,Maple Silver,76,,0,0
10543,13,482,WOLFFDALE CRES,Front,N/A,City,0,Maple Sugar,4,,0,0
10545,13,361,MEADOW PARK PL,Front,N/A,City,0,Ash White,29,,0,0
10547,13,1028,MEADOW PARK PL,Front,N/A,City,0,Maple Sugar,54,,0,0
10548,13,1028,MEADOW PARK PL,Front,N/A,City,0,Elm Siberian,70,,0,0
10566,13,1071,RIVIERA DR,Front,N/A,Joint,0,Spruce White,38,,0,0
10571,13,381,APPLE TREE LANE,Front,N/A,City,0,Lilac  Japanese,8,,0,0
12638,17,,,N/A,N/A,City,0,Ash Species,0,,0,0
10589,13,799,BORTHWICK AVE,Front,N/A,City,0,Maple Norway,26,,0,0
10606,13,361,MEADOW PARK PL,Front,N/A,City,0,Ash White,24,,0,0
10611,13,534,BRITTANY DR,Front,N/A,City,0,Maple Sugar,60,,0,0
10635,13,195,CARWOOD CIRC,Side,N/A,City,0,Locust Honey,12,,0,0
10657,13,3,CLAREMONT DR,Side,N/A,Joint,0,Maple Sugar,7,,0,0
10661,13,585,MONTREAL RD,Side,N/A,City,0,Maple Amur,60,,0,0
10673,13,462,WOLFFDALE CRES,Front,N/A,City,0,Linden Littleleaf,55,,0,0
10677,13,455,WOLFFDALE CRES,Front,N/A,City,0,Linden Littleleaf,59,,0,0
10680,13,663,ALESTHER ST,Front,N/A,City,0,Locust Honey,40,,0,0
10682,13,655,ALESTHER ST,Front,N/A,City,0,Ash White,52,,0,0
10689,13,50,DUNBARTON CRT,Front,N/A,City,0,Maple Norway,26,,0,0
10693,13,70,DUNBARTON CRT,Side,N/A,City,0,Maple Sugar,28,,0,0
10695,13,101,DUNBARTON CRT,Front,N/A,City,0,Linden Littleleaf,25,,0,0
10707,13,167,DUNBARTON CRT,Front,N/A,City,0,Ash Species,33,,0,0
10713,13,505,ST. LAURENT BLVD,Front,N/A,City,0,Maple Norway,16,,0,0
10727,13,193,CAMELIA AVE,Front,N/A,City,0,Maple Sugar,8,,0,0
10735,13,763,BEN ST,Side,N/A,City,0,Oak Red,40,,0,0
10740,13,567,MUTUAL ST,Front,N/A,City,0,Linden Littleleaf,60,,0,0
10741,13,487,GUY ST,Front,N/A,City,0,Maple Norway,34,,0,0
10770,13,129,DUNBARTON CRT,Front,N/A,City,0,Maple Sugar,38,,0,0
10787,13,179,DUNBARTON CRT,Front,N/A,City,0,Ash Species,25,,0,0
10801,13,117,DONALD ST,Front,Boulevard,City,0,Locust Honey,24,,0,0
10804,13,225,DONALD ST,Front,Boulevard,City,0,Hackberry,2,,0,0
10808,13,406,DONALD ST,Front,Boulevard,City,0,Ash Species,26,,0,0
10812,13,490,DONALD ST,Front,Boulevard,City,0,Ash White,40,,0,0
10817,13,602,DONALD ST,Front,N/A,City,0,Maple Red,12,,0,0
10818,13,583,DONALD ST,Side,N/A,City,0,Locust Honey,2,,0,0
10820,13,974,BRANT ST,Side,N/A,City,0,Linden Littleleaf,40,,0,0
10832,13,369,NORTH RIVER RD,Side,N/A,City,0,Oak English,10,,0,0
10836,13,237,NORTH RIVER RD,Side,N/A,City,0,Spruce Colorado,6,,0,0
10838,12,26,STEVENS AVE,Front,N/A,City,0,Maple Silver,10,,0,0
10840,13,940,BRANT ST,Front,N/A,City,0,Linden Littleleaf,74,,0,0
10848,13,52,ONTARIO ST,Front,N/A,Joint,0,Maple Norway,64,,0,0
10866,13,355,LONDON TER,Front,N/A,City,0,Maple Sugar,7,,0,0
10883,12,166,GRANVILLE ST,Front,N/A,City,0,Maple Silver,23,,0,0
10885,12,225,LAVERGNE ST,Front,N/A,City,0,Maple Sugar,17,,0,0
10890,12,124,DUFORD ST,Front,N/A,City,0,Maple Norway,23,,0,0
10895,13,77,ONTARIO ST,Front,N/A,City,0,Maple Sugar,47,,0,0
10901,11,4801,MASSEY LANE,Front,N/A,City,0,Spruce White,28,,0,0
10903,11,13,MASSEY LANE,Side,N/A,City,0,Spruce White,45,,0,0
10927,13,535,WOLFFDALE CRES,Front,N/A,City,0,Maple Norway,59,,0,0
10942,13,581,DUNBRACK ST,Side,N/A,City,0,Maple Red,36,,0,0
10945,13,580,DUNBRACK ST,Front,N/A,City,0,Maple Norway,46,,0,0
10949,13,368,BELISLE ST,Front,N/A,City,0,Crabapple Species,4,,0,0
10952,13,487,WOLFFDALE CRES,Front,N/A,City,0,Ash Species,53,,0,0
10956,13,181,WINGHAM PL,Front,N/A,City,0,Maple Norway,79,,0,0
10976,11,20,DAVIDSON CRES,Front,N/A,Joint,0,Maple Sugar,42,,0,0
10979,11,14,DAVIDSON CRES,Front,N/A,City,0,Maple Sugar,43,,0,0
10990,13,1415,PLUMBER AVE,Front,N/A,City,0,Spruce Colorado,33,,0,0
10996,13,1335,PLUMBER AVE,Front,N/A,City,0,Maple Norway,32,,0,0
11009,13,11,BUTTON CRT,Front,N/A,City,0,Ash White,54,,0,0
11010,13,3,METZ CRT,Front,N/A,City,0,Maple Sugar,45,,0,0
11013,13,1261,ALLOWAY CRES,Side,N/A,City,0,Pine White,5,,0,0
11018,13,12,MEADOWCROFT CRES,Front,N/A,City,0,Ash Species,14,,0,0
11019,13,18,MEADOWCROFT CRES,Front,N/A,City,0,Ash Species,16,,0,0
11021,13,919,TELFORD AVE,Front,N/A,City,0,Crabapple Species,12,,0,0
11025,13,179,GLYNN AVE,Front,N/A,City,0,Lilac  Japanese,8,,0,0
11030,13,423,KING GEORGE ST,Front,N/A,City,0,Maple Norway,44,,0,0
11046,13,300,COVENTRY RD,Front,Boulevard,City,0,Ash Species,18,,0,0
11047,13,1200,ST. LAURENT BLVD,Rear,N/A,Joint,0,Maple Norway,22,,0,0
11049,13,248,GLYNN AVE,Front,N/A,City,0,Linden Littleleaf,43,,0,0
11070,13,350-b,PRESLAND RD,Front,N/A,City,0,Locust Honey,36,,0,0
11077,13,62,MEADOWCROFT CRES,Front,N/A,City,0,Locust Honey,15,,0,0
11081,13,617,BURN ST,Front,N/A,City,0,Maple Sugar,37,,0,0
11095,11,1695,MONTREAL RD,Side,N/A,City,0,Fir Balsam,5,,0,0
11103,11,12,VEERY LANE,Rear,N/A,City,0,Pine White,16,,0,0
11111,11,1942,OAKDEAN CRES,Front,N/A,City,0,Maple Red,21,,0,0
11116,11,2021,KINGS GROVE CRES,Front,N/A,City,0,Lilac  Japanese,31,,0,0
11124,11,2053,WOODGLEN CRES,Front,N/A,City,0,Maple Red,49,,0,0
11127,11,2018,WOODGLEN CRES,Front,N/A,City,0,Serviceberry,2,,0,0
11129,11,2038,WOODGLEN CRES,Front,N/A,City,0,Spruce Colorado,44,,0,0
11141,13,959,NORTH RIVER RD,Front,N/A,City,0,Ash White,20,,0,0
11143,13,369,NORTH RIVER RD,Side,N/A,City,0,Maple Norway,9,,0,0
11164,13,984,NORTH RIVER RD,Side,N/A,City,0,Elm American,35,,0,0
11186,12,220,DESCHAMPS AVE,Front,N/A,City,0,Linden Littleleaf,23,,0,0
11188,11,3,SWANS WAY,Front,N/A,City,0,Spruce Colorado,20,,0,0
11193,11,4,SWANS WAY,Side,N/A,City,0,Maple Sugar,10,,0,0
11209,13,846,TROJAN AVE,Front,N/A,City,0,Cedar  Eastern White,70,,0,0
11210,13,854,TROJAN AVE,Front,N/A,City,0,Maple Norway,32,,0,0
11212,13,660,CLAUDE ST,Front,Boulevard,City,0,Ash White,38,,0,0
11219,13,764,CLAUDE ST,Front,Boulevard,City,0,Maple Red,3,,0,0
11226,13,852,CLAUDE ST,Front,N/A,City,0,Serviceberry,3,,0,0
11245,12,269,LAVERGNE ST,Front,N/A,City,0,Maple Sugar,22,,0,0
11261,13,90,ONTARIO ST,Front,N/A,City,0,Maple Sugar,44,,0,0
11275,11,13,MASSEY LANE,Side,N/A,City,0,Fir Balsam,40,,0,0
11277,11,1955,OAKDEAN CRES,Front,N/A,City,0,Maple Silver,57,,0,0
11292,11,30,DAVIDSON CRES,Front,N/A,City,0,Elm American,105,,0,0
11313,11,515,BUCHANAN CRES,Front,N/A,City,0,Ash White,50,,0,0
11326,11,38,WICK CRES,Front,N/A,City,0,Maple Sugar,19,,0,0
11332,11,538,BUCHANAN CRES,Front,N/A,Joint,0,Ash White,52,,0,0
11340,11,17,ROTHWELL DR,Side,N/A,Joint,0,Elm Siberian,20,,0,0
11351,15,1,REID AVE,Front,N/A,City,0,Maple Norway,11,,0,0
11355,11,12,VEERY LANE,Rear,N/A,City,0,Poplar Balsam,20,,0,0
11360,11,1938,OAKDEAN CRES,Front,N/A,City,0,Ash Species,36,,0,0
11361,11,1957,OAKDEAN CRES,Front,N/A,City,0,Mountain Ash  Species,16,,0,0
11381,11,4815,DOVE CRT,Front,N/A,City,0,Ash White,32,,0,0
11396,11,2,WREN RD,Front,N/A,City,0,Maple Sugar,54,,0,0
11397,11,25,WREN RD,Front,N/A,City,0,Ash Species,15,,0,0
11403,11,1242,BOWMOUNT ST,Rear,Boulevard,City,0,Maple Sugar,5,,0,0
11409,11,6,BECKENHAM LANE,Front,N/A,City,0,Maple Norway,34,,0,0
11413,11,1244,DONALD ST,Front,Boulevard,City,0,Oak Red,5,,0,0
11426,13,61,ROTHBURY CRES,Front,N/A,City,0,Ash Species,21,,0,0
11434,13,227,PROVENDER AVE,Front,N/A,City,0,Oak English,37,,0,0
11437,13,501,FOXVIEW PL,Front,N/A,City,0,Maple Manitoba,46,,0,0
11456,13,758,RAINSFORD AVE,Front,N/A,City,0,Linden Littleleaf,60,,0,0
11467,11,41,REBECCA CRES,Front,N/A,City,0,Larch Eastern,26,,0,0
11471,11,61,DELONG DR,Front,N/A,City,0,Maple Red,44,,0,0
11472,11,49,DELONG DR,Front,N/A,City,0,Maple Sugar,15,,0,0
11488,11,25,CEDAR RD,Front,N/A,City,0,Fir Balsam,10,,0,0
11490,11,10,CEDAR RD,Front,N/A,City,0,Poplar Species,32,,0,0
11494,11,37,DAVIDSON DR,Front,N/A,City,0,Maple Manitoba,30,,0,0
11503,13,1396,METZ CRES,Front,N/A,City,0,Maple Norway,41,,0,0
11546,11,74,REBECCA CRES,Side,N/A,City,0,Spruce Species,12,,0,0
11557,11,21,DELONG DR,Front,N/A,Joint,0,Larch European,30,,0,0
11560,11,1,DELONG DR,Front,N/A,City,0,Fir Balsam,18,,0,0
11572,11,14,ROTHWELL DR,Front,N/A,City,0,Pine White,32,,0,0
11589,13,922,CHARLESWOOD AVE,Front,N/A,City,0,Maple Sugar,55,,0,0
11590,13,940,BATHGATE DR,Front,N/A,Joint,0,Ash Species,76,,0,0
11593,13,117,BOREALIS CRES,Front,N/A,City,0,Ash Species,15,,0,0
11603,13,707,CARSON'S RD,Front,N/A,City,0,Ash Species,42,,0,0
11608,13,704,CARSON'S RD,Front,N/A,City,0,Ash Species,33,,0,0
11611,13,801,DEN HAAG DR,Front,N/A,City,0,Linden Littleleaf,16,,0,0
11635,11,33,ROTHWELL DR,Front,N/A,City,0,Spruce Norway,42,,0,0
11637,11,10,BECKENHAM LANE,Front,N/A,City,0,Elm Siberian,8,,0,0
11649,13,670,BORTHWICK AVE,Front,N/A,City,0,Maple Norway,22,,0,0
11654,13,690,CUMMINGS AVE,Front,N/A,Joint,0,Maple Norway,6,,0,0
11656,13,640,BORTHWICK AVE,Front,N/A,City,0,Maple Norway,34,,0,0
11666,13,1044,MEADOW PARK PL,Front,N/A,City,0,Ash Species,50,,0,0
11670,13,529,BRITTANY DR,Front,N/A,City,0,Maple Sugar,63,,0,0
11672,13,421,APPLE TREE LANE,Front,N/A,City,0,Ash White,61,,0,0
11693,13,920,SKYWAY ST,Oppos,N/A,City,0,Poplar Species,30,,0,0
11699,13,670,WILSON ST,Side,N/A,City,0,Linden Littleleaf,62,,0,0
11709,13,740,CLAUDE ST,Front,Boulevard,City,0,Elm Prospector,3,,0,0
11714,13,874,CLAUDE ST,Front,N/A,City,0,Ash White,45,,0,0
11720,13,745,CLAUDE ST,Front,N/A,City,0,Locust Honey,2,,0,0
11736,13,184,BURMA RD,Front,N/A,City,0,Maple Norway,18,,0,0
11757,11,1021,CYRVILLE RD,Front,N/A,City,0,Maple Amur,6,,0,0
11762,11,4,DAVIDSON DR,Front,N/A,City,0,Elm Species,23,,0,0
11763,11,1,AMBERLY PL,Front,N/A,City,0,,0,,0,0
11768,11,29,DAVIDSON DR,Front,N/A,City,0,Fir Balsam,6,,0,0
11774,13,1424,PLUMBER AVE,Front,N/A,City,0,Ash Species,54,,0,0
11788,13,950,CLOSSE WAY,Front,N/A,City,0,Ash Species,48,,0,0
11791,13,946,CLOSSE WAY,Front,N/A,Joint,0,Spruce White,33,,0,0
11827,13,172,ST. LAURENT BLVD,Front,N/A,City,0,Maple Norway,21,,0,0
11837,13,500,DONALD ST,Front,Boulevard,City,0,Hazel Turkish,5,,0,0
11845,13,955,MARGUERITE AVE,Side,N/A,,0,Maple Sugar,38,,0,0
11848,13,950,MARGUERITE AVE,Front,N/A,City,0,Crabapple Species,4,,0,0
11854,12,350,MONTGOMERY ST,Front,N/A,City,0,Hazel Turkish,5,,0,0
11856,13,794,RAINSFORD AVE,Front,N/A,City,0,Linden Littleleaf,56,,0,0
11862,13,702,RAINSFORD AVE,Oppos,N/A,City,0,Maple Norway,28,,0,0
11864,13,670,CLARKE AVE,Side,N/A,City,0,Linden Littleleaf,53,,0,0
11885,13,625,BORTHWICK AVE,Front,N/A,City,0,Pine Austrian,44,,0,0
11903,13,547,ALESTHER ST,Front,N/A,City,0,Maple Norway,60,,0,0
11905,13,536,ALESTHER ST,Front,N/A,City,0,Maple Norway,56,,0,0
11907,13,531,ALESTHER ST,Front,N/A,Joint,0,Maple Norway,12,,0,0
11908,13,581,DUNBRACK ST,Front,N/A,City,0,Maple Sugar,62,,0,0
11921,12,236,DESCHAMPS AVE,Front,N/A,City,0,Locust Honey,23,,0,0
11926,12,232,PARK ST,Side,N/A,Joint,0,Maple Manitoba,70,,0,0
11945,13,7,BUTTON CRT,Front,N/A,City,0,Linden Littleleaf,50,,0,0
11948,13,1261,ALLOWAY CRES,Side,N/A,City,0,Spruce White,23,,0,0
11949,13,1129,MEADOWCROFT CRES,Front,N/A,City,0,Spruce Colorado,3,,0,0
11964,13,886,PADDY LANE,Front,N/A,City,0,Maple Sugar,6,,0,0
11971,13,540,DUNBRACK ST,Front,N/A,City,0,Maple Sugar,14,,0,0
11983,13,528,SIROIS AVE,Front,N/A,City,0,Spruce White,3,,0,0
12007,13,533,BRITTANY DR,Front,N/A,City,0,Maple Red,31,,0,0
12009,13,415,APPLE TREE LANE,Front,N/A,City,0,Maple Sugar,58,,0,0
12012,13,1060,CHELSEA DR,Front,N/A,City,0,Ash European,70,,0,0
12015,13,407,PEACH TREE LANE,Front,N/A,City,0,Pine White,21,,0,0
12025,13,858,CLAUDE ST,Front,N/A,City,0,Ash White,48,,0,0
12031,13,847,CLAUDE ST,Front,N/A,City,0,Ash Species,69,,0,0
12041,12,254,FERIAND ST,Front,N/A,City,0,Elm Siberian,75,,0,0
12052,11,4797,MASSEY LANE,Front,N/A,City,0,Spruce White,35,,0,0
12055,11,4806,MASSEY LANE,Front,N/A,City,0,Spruce White,14,,0,0
12076,11,48,DAVIDSON CRES,Front,N/A,City,0,Maple Norway,22,,0,0
12080,13,55,DUNBARTON CRT,Front,N/A,City,0,Maple Norway,28,,0,0
12098,13,215,DUNBARTON CRT,Side,N/A,City,0,Maple Norway,33,,0,0
12104,13,410,ST. LAURENT BLVD,Front,N/A,City,0,Hackberry,21,,0,0
12111,13,192,MARTIN AVE,Front,N/A,City,0,Lilac  Japanese,5,,0,0
12123,13,999,FRANCES ST,Front,N/A,City,0,Linden Littleleaf,54,,0,0
12128,13,483,HARDY AVE,Front,N/A,City,0,Ash White,73,,0,0
12131,13,362,PRINCE ALBERT ST,Front,N/A,City,0,Maple Norway,35,,0,0
12169,12,78,WAYLING AVE,Front,N/A,City,0,Maple Silver,127,,0,0
12178,12,77,WAYLING AVE,Front,N/A,City,0,Maple Silver,102,,0,0
12183,12,77,WAYLING AVE,Side,N/A,City,0,Maple Norway,6,,0,0
12190,13,246,PRINCE ALBERT ST,Front,N/A,City,0,Maple Sugar,51,,0,0
12221,13,413,LAPOINTE ST,Front,N/A,City,0,Maple Norway,9,,0,0
12237,13,653,MORIN ST,Front,N/A,City,0,Maple Sugar,12,,0,0
12243,13,493,GUY ST,Front,N/A,City,0,Crabapple Species,36,,0,0
12251,12,235,GREENSWAY AVE,Front,N/A,City,0,Hackberry,14,,0,0
12253,12,239,GREENSWAY AVE,Front,N/A,City,0,Maple Silver,114,,0,0
12257,12,245,GREENSWAY AVE,Front,N/A,City,0,Lilac  Japanese,8,,0,0
12258,12,245,GREENSWAY AVE,Front,N/A,City,0,Maple Red,32,,0,0
12263,12,229,GREENSWAY AVE,Front,N/A,City,0,Ash Species,119,,0,0
12268,12,234,GREENSWAY AVE,Front,N/A,City,0,Maple Sugar,41,,0,0
12277,12,51,COUPAL ST,Oppos,N/A,City,0,Elm American,55,,0,0
12294,12,222,GREENSWAY AVE,Front,N/A,City,0,Olive Russian,12,,0,0
12299,12,16,COUPAL ST,Front,N/A,City,0,Maple Manitoba,113,,0,0
12304,13,536,GUY ST,Front,N/A,City,0,Maple Sugar,20,,0,0
12317,13,1801,GASPE AVE,Front,N/A,City,0,Oak Pin,43,,0,0
12320,13,168,CAMELIA AVE,Front,N/A,City,0,Maple Norway,31,,0,0
12323,13,275,MART CIRC,Front,N/A,City,0,Linden Littleleaf,43,,0,0
12349,13,302,ST. LAURENT BLVD,Front,N/A,City,0,Maple Sugar,17,,0,0
12353,13,91,DONALD ST,Side,N/A,City,0,Maple Silver,55,,0,0
12362,13,390,AVE. MONSEIGNEUR LE*,Front,N/A,City,0,Maple Norway,43,,0,0
12368,13,405,AVE. MONSEIGNEUR LE*,Front,N/A,City,0,Maple Norway,31,,0,0
12374,13,43,DROUIN AVE,Front,N/A,City,0,Maple Sugar,35,,0,0
12378,13,57,DROUIN AVE,Front,N/A,City,0,Maple Norway,14,,0,0
12382,13,56,DROUIN AVE,Front,N/A,City,0,Maple Red,31,,0,0
12384,13,69,DROUIN AVE,Front,N/A,City,0,Maple Norway,45,,0,0
12411,12,20,MARK AVE,Front,N/A,City,0,Maple Silver,63,,0,0
12412,12,20,MARK AVE,Front,N/A,City,0,Ash Species,14,,0,0
12428,13,369,NORTH RIVER RD,Front,N/A,City,0,Oak English,10,,0,0
12451,13,548,SIROIS AVE,Front,N/A,City,0,Maple Norway,53,,0,0
12457,13,960,TELFORD AVE,Front,N/A,City,0,Linden Littleleaf,52,,0,0
12459,13,185,COLLEGE CIRC,Side,N/A,City,0,Maple Sugar,6,,0,0
12466,13,140,COLLEGE CIRC,Front,N/A,City,0,Locust Honey,16,,0,0
12467,13,148,COLLEGE CIRC,Front,N/A,City,0,Maple Norway,14,,0,0
12483,12,33,WAYLING AVE,Front,N/A,City,0,Hackberry,17,,0,0
12484,12,33,WAYLING AVE,Side,N/A,City,0,Hackberry,27,,0,0
12492,12,62,WAYLING AVE,Front,N/A,City,0,Maple Silver,105,,0,0
12500,12,14,LENORE PL,Front,N/A,City,0,Maple Sugar,42,,0,0
12504,12,24,LENORE PL,Front,N/A,City,0,Maple Manitoba,11,,0,0
12506,12,233,TUDOR PL,Front,N/A,City,0,Maple Silver,83,,0,0
12536,13,170,GLYNN AVE,Front,N/A,City,0,Ash Species,7,,0,0
12542,13,471,KING GEORGE ST,Front,N/A,City,0,Spruce White,30,,0,0
12564,11,550,BUCHANAN CRES,Front,N/A,City,0,Ash White,41,,0,0
12569,18,1602,DRAKE AVE,Front,N/A,City,0,Linden Littleleaf,85,,0,0
12591,12,353,LACASSE AVE,Boul,N/A,City,0,Maple Norway,20,,0,0
12597,12,350,JEAN TALON ST,Side,N/A,City,0,Ash Species,34,,0,0
12611,13,279,BLAKE BLVD,Front,N/A,City,0,Maple Silver,18,,0,0
12640,11,1244,DONALD ST,Front,Boulevard,City,0,Maple Sugar,5,,0,0
12641,11,1244,DONALD ST,Front,Boulevard,City,0,Hackberry,5,,0,0
12644,11,1148,CUMMINGS AVE,Side,N/A,City,0,Crabapple Species,5,,0,0
12652,11,1128,CUMMINGS AVE,Side,Boulevard,City,0,Maple Sugar,5,,0,0
12654,11,1128,CUMMINGS AVE,Side,N/A,City,0,Maple Norway,22,,0,0
12656,11,983,CUMMINGS AVE,Side,N/A,City,0,Spruce White,46,,0,0
12662,11,968,CUMMINGS AVE,Side,N/A,City,0,Ash Species,11,,0,0
12681,13,300,COVENTRY RD,Front,Boulevard,City,0,Ash Species,22,,0,0
12692,13,280,GLYNN AVE,Front,N/A,Joint,0,Maple Norway,6,,0,0
12709,13,261,PRESLAND RD,Front,N/A,Joint,0,Locust Honey,19,,0,0
12711,13,206,PRESLAND RD,Front,N/A,Joint,0,Ash White,52,,0,0
12714,13,1057,RENOUF AVE,Front,N/A,City,0,Spruce White,38,,0,0
12724,13,204,DONALD ST,Front,N/A,City,0,Linden Littleleaf,47,,0,0
12731,13,388,FULLERTON AVE,Front,N/A,Joint,0,Crabapple Species,55,,0,0
12747,12,111,IDA ROCHELEAU PL,Front,N/A,City,0,Ash Species,36,,0,0
12752,13,186,GLYNN AVE,Front,N/A,City,0,Maple Sugar,11,,0,0
12759,13,392,KING GEORGE ST,Front,N/A,City,0,Maple Norway,45,,0,0
12760,13,404,KING GEORGE ST,Front,N/A,City,0,Locust Honey,55,,0,0
12765,13,468,NEWMAN AVE,Front,N/A,City,0,Crabapple Species,45,,0,0
12783,11,74,REBECCA CRES,Side,N/A,City,0,Ash White,38,,0,0
12794,11,7,ROTHWELL CIRC,Front,N/A,City,0,Pine Scotch,30,,0,0
12809,12,382,PAULINE CHARRON PL,Side,N/A,City,0,Maple Norway,15,,0,0
12810,12,382,PAULINE CHARRON PL,Side,N/A,City,0,Maple Norway,22,,0,0
12815,12,385,PAULINE CHARRON PL,Front,N/A,City,0,Maple Norway,33,,0,0
12824,12,413,PAULINE CHARRON PL,Front,N/A,City,0,Maple Norway,24,,0,0
12826,12,394,PAULINE CHARRON PL,Front,N/A,City,0,Spruce Colorado,20,,0,0
12832,12,414,PAULINE CHARRON PL,Front,N/A,City,0,Ash Species,35,,0,0
12836,12,430,PAULINE CHARRON PL,Front,N/A,City,0,Maple Norway,32,,0,0
12843,12,259,BRADLEY AVE,Front,N/A,Joint,0,Crabapple Species,25,,0,0
12856,12,350,MONTGOMERY ST,Front,N/A,City,0,Maple Sugar,6,,0,0
12858,13,37,COLUMBUS AVE,Front,N/A,City,0,Lilac  Japanese,12,,0,0
12863,13,165,CAMELIA AVE,Front,N/A,City,0,Maple Silver,0,,0,0
12875,11,33,ROTHWELL DR,Front,N/A,City,0,Spruce White,30,,0,0
12879,11,19,CEDAR RD,Front,N/A,City,0,,0,,0,0
